Accession,Artwork Title,Artist_Lastname,Artist_FirstName,Medium,Artwork Year,Dimension,BLDGID,School Name,Borough
"17,010","""ASTRONAUT"" AND ""CASTLE""",LADDA,JUSTEN,BRONZE,01/01/1991 12:00:00 AM,,X007,P.S. 7 - BRONX,BRONX
"21,258",ANCIENT & MODERN COMMERCE,BOGDANOVE,ABRAHAM,OIL ON CANVAS,01/01/1918 12:00:00 AM,"12'-11"" X 16'-9"" X",R455,TOTTENVILLE HS - S. I.,STATEN ISLAND
"50,000","""BLAKE TABLET"" (LILLIE DEVEREUX)",LAMB STUDIOS,,BRONZE,01/01/1923 12:00:00 AM,,M006,P.S. 6 - MANHATTAN,MANHATTAN
"31,300","""SPORTS ACTIVITIES""",GUTMAN,DAVID,TEMPERA ON PANEL,01/01/1937 12:00:00 AM,,Q150,P.S. 150 - QUEENS,QUEENS
"21,369",THE SEASONS OF LIFE,MORONEY,KATHLEEN,CERAMIC TILE,01/01/2002 12:00:00 AM,,R006,P.S. 6 - STATEN ISLAND,STATEN ISLAND
"17,012",GENIUS,HELMICK AND SCHECHTER,,STAINLESS STEEL CABLE,01/01/2002 12:00:00 AM,,K535,LEON GOLDSTEIN HS - BROOKLYN,BROOKLYN
"17,012",GENIUS,HELMICK AND SCHECHTER,,"BRONZE, CAST",01/01/2002 12:00:00 AM,,K535,LEON GOLDSTEIN HS - BROOKLYN,BROOKLYN
"10,020",BULLFROG,KISELEWSKI,JOSEPH,GRANITE,01/01/1951 12:00:00 AM,,X018,P.S. 18 - BRONX,BRONX
"30,002",GRECIAN WOMAN,ANONYMOUS,,OIL ON CANVAS,,,Q063,P.S. 63 - QUEENS,QUEENS
"21,337",THE FLYING BOOK,VAN DALEN,ANTON,ACRYLIC ON PANEL,01/01/1996 12:00:00 AM,,X020,P.S. 20 - BRONX,BRONX
"21,349",GARDEN WALL,VAN DALEN,ANTON,CERAMIC,01/01/1996 12:00:00 AM,,X020,P.S. 20 - BRONX,BRONX
"21,349",GARDEN WALL,VAN DALEN,ANTON,"ENAMEL, PORCELAIN",01/01/1996 12:00:00 AM,,X020,P.S. 20 - BRONX,BRONX
"21,371",GARDEN PATH,VAN DALEN,ANTON,"METAL, ENAMELED",01/01/1996 12:00:00 AM,,X020,P.S. 20 - BRONX,BRONX
"11,658","UNTITLED, ""BRIDGE""",LEFKOW,JOHN,"WOOD, INLAID",01/01/1966 12:00:00 AM,56' X 13 1/2',R460,SUSAN E. WAGNER HS - S. I.,STATEN ISLAND
"21,217","""HISTORY OF STATEN ISLAND""",WINTER,LUMEN,CERAMIC,01/01/1965 12:00:00 AM,,R016,P.S. 16 - STATEN ISLAND,STATEN ISLAND
"11,664","""WILLIAM T. DAVIS""",SPAMPINATO,CLEMENTE,BRONZE,01/01/1965 12:00:00 AM,,R031,P.S. 31 - STATEN ISLAND,STATEN ISLAND
"11,124",UNTITLED,RHODEN,JOHN,GLASS,,,Q223,P.S. 223 - QUEENS,QUEENS
"11,124",UNTITLED,RHODEN,JOHN,BRONZE,,,Q223,P.S. 223 - QUEENS,QUEENS
"21,218","""HISTORY OF ROCKAWAY""",ANONYMOUS,,ACRYLIC ON WOOD,01/01/1989 12:00:00 AM,,Q410,BEACH CHANNEL HS - Q,QUEENS
"11,058",LET THE CHILDREN PLAY AND BE FREE,MAYNARD,VALERIE,GRANITE,,,K181,P.S. 181 - BROOKLYN,BROOKLYN
"31,022","""SELF PORTRAIT WITH PALETTE""",PAVONE,S.,OIL ON CANVAS,01/01/1913 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"21,329",ICONS OF CHILDHOOD,PFISTER,KRISTINE,MOSAIC,01/01/2000 12:00:00 AM,,R050,P.S. 50 - STATEN ISLAND,STATEN ISLAND
"50,002",T.ROOSEVELT PLAQUE,ANONYMOUS,,BRONZE,01/01/1919 12:00:00 AM,,X435,THEODORE ROOSEVELT HS - X,BRONX
"50,003",CLINTON HS WORLD WAR MEMORIAL,TEFFT,CHARLES,BRONZE,01/01/1920 12:00:00 AM,,X440,DEWITT CLINTON HS - X,BRONX
"60,000",ORBIS VENUSTAS,HASTANAN,SKOWMON,,01/01/2001 12:00:00 AM,,Q228,P.S. 228 (ECC) - QUEENS,QUEENS
"11,136","""CREATION OF THE UNIVERSE""",DE LUE,DONALD,NICKEL BRONZE,01/01/1953 12:00:00 AM,,Q198,I.S. 198 - QUEENS,QUEENS
"50,006","""PROFILE OF ROOSEVELT""",FRASER,,BRONZE,01/01/1920 12:00:00 AM,BRONZE PLAQUE IS SCREWED TO WOOD PLAQUE,Q088,P.S. 88 - QUEENS,QUEENS
"21,357",THE SEASONS,BROWN,DEBORAH,"MOSAIC, CERAMIC",01/01/2001 12:00:00 AM,,M178,P.S. 178 - MANHATTAN,MANHATTAN
"21,357",THE SEASONS,BROWN,DEBORAH,"MOSAIC, GLASS",01/01/2001 12:00:00 AM,,M178,P.S. 178 - MANHATTAN,MANHATTAN
"21,357",THE SEASONS,BROWN,DEBORAH,"MOSAIC, MARBLE",01/01/2001 12:00:00 AM,,M178,P.S. 178 - MANHATTAN,MANHATTAN
"35,123",THE WAR OF THE FIVES,BILLOPS,CAMILLE,CERAMIC,01/01/1975 12:00:00 AM,"2'-2"" X 4'-2""",K455,BOYS & GIRLS HS - K,BROOKLYN
"30,003",COOPERATIVE CONSTRUCTION,GURR,LENA,OIL ON MASONITE,,"39"" X 45""",K289,P.S. 289 - BROOKLYN,BROOKLYN
"30,004","""REL SAK ENVISIB THE CRY OF THE INVISIBLES EL GRITO DE LOS INVISIBLES""",BUNKIN,ROBERT,FRESCO,,,K625,ROBESON HS COMP&BUS TC (A HML)-K,BROOKLYN
"30,036",SEEN THROUGH THE LAYERS OF TIME,CHENG,AMY,OIL ON CANVAS BOARD,01/01/2002 12:00:00 AM,,Q058,P.S. 58 - QUEENS,QUEENS
"19,000",DOWNTOWN & MIDTOWN,COPELAND,NOEL,CERAMIC TILE,,,M020,P.S. 20 - MANHATTAN,MANHATTAN
"21,611","""THE ORIGNAL MURAL STORY""",WINTER,LUMEN,GOUACHE,01/01/1963 12:00:00 AM,"18"" X 34""",M020,P.S. 20 - MANHATTAN,MANHATTAN
"30,024",WINNIE MANDELA,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,025",GABRIEL MARQUEZ GARCIA,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,025",GABRIEL MARQUEZ GARCIA,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,005",OUR FAVORITE PLANTS AND ANIMALS,COPELAND,NOEL,CERAMIC TILE,,,M130,P.S. 130 - MANHATTAN,MANHATTAN
"30,030",RICHARD WRIGHT,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,030",RICHARD WRIGHT,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,032",CORETTA SCOTT KING,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,032",CORETTA SCOTT KING,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,021",ANDREW YOUNG,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,021",ANDREW YOUNG,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,015",THURGOOD MARSHALL,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,015",THURGOOD MARSHALL,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,022",HARRIET TUBMAN,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,022",HARRIET TUBMAN,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"11,009",FROG AND BEE,OTTERNESS,TOM,BRONZE,01/01/1990 12:00:00 AM,,M234,P.S. 234 - MANHATTAN,MANHATTAN
"30,007",MARION ANDERSON,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,007",MARION ANDERSON,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,009",ADAM CLAYTON POWELL,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,009",ADAM CLAYTON POWELL,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,010",CLARENCE THOMAS,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,010",CLARENCE THOMAS,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,012",DIEGO RIVERA,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,012",DIEGO RIVERA,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,013",DR. RALPH BUNCHE,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,013",DR. RALPH BUNCHE,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,014",ROSA PARKS,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,014",ROSA PARKS,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,016",FREDERICK DOUGLASS,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,016",FREDERICK DOUGLASS,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,018",NELSON MANDELA,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,018",NELSON MANDELA,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,020",EMILE ZAPATA,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,020",EMILE ZAPATA,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"35,108",BOATS AT DECK,MILETTI,CLEMENCE,WATERCOLOR,,"25 1/2"" X 32 1/2"" X 1/2""",Q455,NEWTOWN HS - QUEENS,QUEENS
"71,411","""NIGHT SCENE""",MYERS,HELEN,ETCHING,,"12 1/4"" X 16""",Q455,NEWTOWN HS - QUEENS,QUEENS
"17,010","""ASTRONAUT"" AND ""CASTLE""",LADDA,JUSTEN,METAL PAINTED,01/01/1991 12:00:00 AM,,X007,P.S. 7 - BRONX,BRONX
"10,009",SARDINIA ITALY A PLAYER OF THE LAUNEODAS,ANONYMOUS,,"PLASTER, PAINTED",01/01/1940 12:00:00 AM,,R008,P.S. 8 - STATEN ISLAND,STATEN ISLAND
"35,104",PORTRAIT OF PRINCIPAL (MAN SITTING HOLDING GLASSES),KAGER,E,OIL ON CANVAS,,"48"" X 60"" X 2""",,,
"17,011",BUST OF COLUMBUS,ANONYMOUS,,PLASTER,,,X415,CHRISTOPHER COLUMBUS HS - X,BRONX
"71,115","""COLUMBUS AT THE CONVENT OF LA RABIDA""",HOCILLON,,ETCHING,,"40"" 30"" X 1""",X415,CHRISTOPHER COLUMBUS HS - X,BRONX
"71,116",CHRISTOPHER COLUMBUS,ANONYMOUS,,ETCHING,,"38"" 30"" X 1""",X415,CHRISTOPHER COLUMBUS HS - X,BRONX
"20,000",STAINED GLASS,ANONYMOUS,,STAINED GLASS,01/01/1920 12:00:00 AM,,X036,P.S. 36 - BRONX,BRONX
"35,112","ORANGE, GRAY, AND WHITE",MILLINGTON-DRAKE,TEDDY,ACRYLIC ON CANVAS,01/01/1968 12:00:00 AM,,Q707,R. F. KENNEDY COMM. MIDDLE/HS-Q,QUEENS
"35,122",RESCUE,RAYMOND,DAVID,ACRYLIC ON CANVAS,,,K068,I.S. 68 - BROOKLYN,BROOKLYN
"35,124",NEW YORK CITY LANDSCAPE MAP POLLUTION # 4,FULLER,EMILY,ACRYLIC ON CANVAS,01/01/1972 12:00:00 AM,,X014,P.S. 14 - BRONX,BRONX
"35,126",MY PRECIOUS PLANET,SLOAN,KEVIN,ACRYLIC ON CANVAS,01/01/1987 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"35,125",UNTITLED,SZLEMKO,SUZANNE,OIL ON CANVAS,01/01/1972 12:00:00 AM,,Q060,P.S. 60 - QUEENS,QUEENS
"35,127",VIEW OF BROOKLYN,SHATTER,SUSAN,WATERCOLOR,01/01/1978 12:00:00 AM,"52"" X 136""",Q801,OSSS / DSF - QUEENS,QUEENS
"35,129",GHOST SHIRT,CLAPSADDLE,JERRY,LATEX,01/01/1974 12:00:00 AM,,Q998,NYC SCHOOL CONSTR. AUTHORITY - QUEENS,QUEENS
"35,129",GHOST SHIRT,CLAPSADDLE,JERRY,ACRYLIC ON CANVAS,01/01/1974 12:00:00 AM,,Q998,NYC SCHOOL CONSTR. AUTHORITY - QUEENS,QUEENS
"35,130",EDGE ALONG MEGNON CREEK,NICHOLS,WILLIAM,ACRYLIC ON CANVAS,01/01/1982 12:00:00 AM,,Q456,HS FOR ARTS AND BUS. (OL NUTN X)-Q,QUEENS
"35,131",YELLOW SHUNT,TAGGART,BILL,ACRYLIC ON CANVAS,01/01/1977 12:00:00 AM,,K043,I.S. 98 - BROOKLYN,BROOKLYN
"35,132",JESSUPS NECK # 2,NEUMUTH,MARY,,01/01/1980 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"35,133",MEGNON CREEK-MID SUMMER,NICHOLS,WILLIAM,ACRYLIC ON CANVAS,01/01/1987 12:00:00 AM,"53"" X 73""",Q801,OSSS / DSF - QUEENS,QUEENS
"35,134",SQUARES IN SQUARE,DICKSTEIN,ALVIN,OIL ON CANVAS,,,Q801,OSSS / DSF - QUEENS,QUEENS
"35,135",TIGHTROPE WALKER AND HIS AUDIENCE,HILTON,RALPH,WOOD,01/01/1982 12:00:00 AM,,Q100,P.S. 100 - QUEENS,QUEENS
"35,135",TIGHTROPE WALKER AND HIS AUDIENCE,HILTON,RALPH,OIL ON CANVAS,01/01/1982 12:00:00 AM,,Q100,P.S. 100 - QUEENS,QUEENS
"35,136",RED LANSCAPE,RUSSEL,SHARON,ACRYLIC ON CANVAS,01/01/1983 12:00:00 AM,,Q146,P.S. 146 - QUEENS,QUEENS
"35,137",SOIL,KOURSAROS,HARRY,ACRYLIC ON CANVAS,01/01/1981 12:00:00 AM,,Q884,P.S. 65 - QUEENS,QUEENS
"35,138",UNTITLED,CREECY,HERBERT,ACRYLIC ON CANVAS,01/01/1981 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"35,139",SPACE,JOELSON,SUSAN,ACRYLIC ON CANVAS,01/01/1983 12:00:00 AM,,X103,P.S. 103 - BRONX,BRONX
"35,141",SPRING 2,ROTH,JACK,ACRYLIC ON CANVAS,01/01/1981 12:00:00 AM,,K043,I.S. 98 - BROOKLYN,BROOKLYN
"10,004",SUBWAY SERIES,LO FASO,ADAM,FIBERGLASS,01/01/2000 12:00:00 AM,,Q405,BAYSIDE HS - Q,QUEENS
"10,005",MAN WITH HAT AND BEARD,ANONYMOUS,,BRONZE,,,Q405,BAYSIDE HS - Q,QUEENS
"21,662",WHATS WHAT?,KALMAN,MAIRA,ACRYLIC ON PLYWOOD,01/01/2001 12:00:00 AM,,M234,P.S. 234 - MANHATTAN,MANHATTAN
"35,142",BLUEPRINT,MARCUS,PETER,ACRYLIC ON CANVAS,01/01/1974 12:00:00 AM,,X103,P.S. 103 - BRONX,BRONX
"35,143",NEW YORK CITY,HANS,H.N.,OIL ON CANVAS,,,K907,BROWNSVILLE DIPLOMA PLUS HS - K,BROOKLYN
"35,144",PORTRAIT OF PRINCIPAL,HERMES,ALLAN,OIL ON CANVAS,01/01/1937 12:00:00 AM,,Q460,FLUSHING HS - Q,QUEENS
"21,664",THREE TIMES THREE,TUNICK,SUSAN,"MOSAIC, CERAMIC",01/01/2002 12:00:00 AM,,Q222,P.S. 222 (ECC) - QUEENS,QUEENS
"21,664",THREE TIMES THREE,TUNICK,SUSAN,WOOD,01/01/2002 12:00:00 AM,,Q222,P.S. 222 (ECC) - QUEENS,QUEENS
"35,145",KWAN YIN,MORGAN,JANET,ACRYLIC ON FABRIC,01/01/2000 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"71,429",UNTITLED,PEARLSTEIN,PHILLIP,LITHOGRAPH,01/01/1985 12:00:00 AM,"31"" X 23 7/8""",M485,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN
"71,430",LETTER Y,MARTORELL,ANTONIO,CRAYON,,"55"" X 39 1/2""",Q801,OSSS / DSF - QUEENS,QUEENS
"71,430",LETTER Y,MARTORELL,ANTONIO,PAPER,,"55"" X 39 1/2""",Q801,OSSS / DSF - QUEENS,QUEENS
"71,431",MAQUETTE FOR BRONZE SCULPTURE,GOURFAIN,PETER,PAPER,01/01/1993 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"71,431",MAQUETTE FOR BRONZE SCULPTURE,GOURFAIN,PETER,LINOLEUM CUT,01/01/1993 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"35,146",BEAVER PLATEAU,SCOTT,MICHAEL,OIL ON PAPER,01/01/1989 12:00:00 AM,"21"" X 26""",Q154,P.S. 154 - QUEENS,QUEENS
"35,147",AKIBA SHRINE,ZOSHIDA,TOSHI,GOUACHE,,"22"" X 17""",K086,P.S. 86 - BROOKLYN,BROOKLYN
"71,432",MODEL FOR FLIGHT,CEIBAL,ALFREDO,PAPER,01/01/1993 12:00:00 AM,"11"" X 68""",Q043,P.S. 43 - QUEENS,QUEENS
"71,433",HIGH TIDE-LOW TIDE-BEACHY HEAD,CHAPLIN,BOB,WATERCOLOR,01/01/1979 12:00:00 AM,"24"" X 33""",K203,P.S. 203 - BROOKLYN,BROOKLYN
"10,007",PROVENCE/FRANCE/ROULIER OR DRIVER,ANONYMOUS,,"PLASTER, PAINTED",01/01/1937 12:00:00 AM,,R008,P.S. 8 - STATEN ISLAND,STATEN ISLAND
"10,008",BRITTANY FRANCE PEASANT WOMAN,ANONYMOUS,,"PLASTER, PAINTED",01/01/1940 12:00:00 AM,,R008,P.S. 8 - STATEN ISLAND,STATEN ISLAND
"10,010",BRITTANY FRANCE FISHERMAN,ANONYMOUS,,"PLASTER, PAINTED",01/01/1940 12:00:00 AM,,R008,P.S. 8 - STATEN ISLAND,STATEN ISLAND
"10,011",L'ALSACE FRANCE PEASANT OF SEVERNE (WOMAN),ANONYMOUS,,"PLASTER, PAINTED",01/01/1940 12:00:00 AM,,R008,P.S. 8 - STATEN ISLAND,STATEN ISLAND
"10,012",GASCONY FRANCE A SASQUE PEASANT,ANONYMOUS,,"PLASTER, PAINTED",01/01/1940 12:00:00 AM,,R008,P.S. 8 - STATEN ISLAND,STATEN ISLAND
"21,668",UNTITLED,ANONYMOUS,,GLASS,,,Q056,P.S. 56 (OLD R HILL AX) - QUEENS,QUEENS
"10,013",NORMANDY FRANCE FISHERWOMAN OF POIET,ANONYMOUS,,"PLASTER, PAINTED",01/01/1940 12:00:00 AM,,R008,P.S. 8 - STATEN ISLAND,STATEN ISLAND
"10,014",L'AUVERGNE FRANCE CABRETTAIRE BAGPIPE PLAYER,ANONYMOUS,,"PLASTER, PAINTED",01/01/1940 12:00:00 AM,,R008,P.S. 8 - STATEN ISLAND,STATEN ISLAND
"10,015",SICILY ITALY WOMAN OF PIANA DEI GRECI,ANONYMOUS,,"PLASTER, PAINTED",01/01/1940 12:00:00 AM,,R008,P.S. 8 - STATEN ISLAND,STATEN ISLAND
"10,016",L'ALSACE FRANCE PEASANT OF SAVERNE (MAN),ANONYMOUS,,"PLASTER, PAINTED",01/01/1940 12:00:00 AM,,R008,P.S. 8 - STATEN ISLAND,STATEN ISLAND
"10,017",L'AUVERGNE FRANCE WOMAN OF CLERMONT FERRAUD,ANONYMOUS,,"PLASTER, PAINTED",01/01/1940 12:00:00 AM,,R008,P.S. 8 - STATEN ISLAND,STATEN ISLAND
"10,018",WOMAN WITH A BIBLE,ANONYMOUS,,"PLASTER, PAINTED",01/01/1940 12:00:00 AM,,R008,P.S. 8 - STATEN ISLAND,STATEN ISLAND
"10,019",SARDINIA ITALY WOMAN OF NUORO,ANONYMOUS,,"PLASTER, PAINTED",01/01/1940 12:00:00 AM,,R008,P.S. 8 - STATEN ISLAND,STATEN ISLAND
"39,999",AUGUSTUS LUDWIG,ANONYMOUS,,OIL ON CANVAS,,,K490,FORT HAMILTON HS - K,BROOKLYN
"39,998",JON B. LEDER [?],SKEMP,ROBERT,OIL ON CANVAS,01/01/1966 12:00:00 AM,"43 1/2"" X 37 1/2""",K490,FORT HAMILTON HS - K,BROOKLYN
"39,997",MORTON STONE,GRADO,ANGELO,OIL ON CANVAS,01/01/1976 12:00:00 AM,,K490,FORT HAMILTON HS - K,BROOKLYN
"39,996","""ALICE FARKOUH""",PANCHEN,MARY,OIL ON CANVAS,,,K490,FORT HAMILTON HS - K,BROOKLYN
"10,021",LETTER Y,MARTORELL,ANTONIO,"WOOD, CARVED",01/01/1994 12:00:00 AM,,K460,JOHN JAY HS - K,BROOKLYN
"70,000",LETTER Y,MARTORELL,ANTONIO,"WOODCUT, COLOR",01/01/1994 12:00:00 AM,"60"" X 40""",K460,JOHN JAY HS - K,BROOKLYN
"30,037",GENERAL COLIN POWELL,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,038",PORTRAIT OF PAUL ROBESON,BROOKS,ROLAND,CRAYON,,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,038",PORTRAIT OF PAUL ROBESON,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,039",MARTIN LUTHER KING,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"20,036",TEX TILE,BROWN,SUSAN,"MOSAIC, CERAMIC",01/01/1997 12:00:00 AM,,K660,WILLIAM MAXWELL CTE HS - K,BROOKLYN
"30,011",BARBARA JORDAN,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,011",BARBARA JORDAN,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,017",MALCOLM X,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,017",MALCOLM X,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,031",TONI MORRISON,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,031",TONI MORRISON,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"35,148",PORTRAIT OF GROVER CLEVELAND,VEIT-LANGE,CHRISTINE,OIL ON CANVAS,01/01/1931 12:00:00 AM,"39 3/4"" X 31 3/4""",Q485,GROVER CLEVELAND HS - Q,QUEENS
"21,380",SIX OCTAGON PORTRAITS OF PAINTERS,POGANY,WILLIAM,OIL ON CANVAS,01/01/1925 12:00:00 AM,"SIX TOTAL, EACH  @ 18"" X 18""",X043,P.S. 43 - BRONX,BRONX
"21,381",AZTEC ART,POGANY,WILLIAM,OIL ON CANVAS,01/01/1925 12:00:00 AM,,X043,P.S. 43 - BRONX,BRONX
"71,296",THE LESSON,MARGULIES,JOSEPH,"ETCHING, COLOR",01/01/1937 12:00:00 AM,"16"" X 18""",K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"10,027",THE WISDOM'S KEY,ANONYMOUS,,CAST STONE,,,R881,PETRIDES COMPLEX - (BLDG H) - S.I.,STATEN ISLAND
"35,153","""PAINFUL HISTORY AND CIVIL RIGHTS"" AND ""MUSIC, DIVERSITY AND TECHNOLOGY""",VEGA,MANUEL,ACRYLIC ON PANEL,01/01/2003 12:00:00 AM,,X425,EVANDER CHILDS HS - X,BRONX
"10,028","""LUX AT VERITAS""",DE FILIPPO,ANTONIO,BRONZE,01/01/1931 12:00:00 AM,,Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,QUEENS
"30,019",MAYA ANGELOU,BROOKS,ROLAND,CRAYON,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,019",MAYA ANGELOU,BROOKS,ROLAND,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M115,P.S. 115 - MANHATTAN,MANHATTAN
"30,056","LAW, JUSTICE, AND GOVERNMENT",MULLICAN,MATT,ALUMINUM,01/01/2003 12:00:00 AM,,X460,"""HS OF LAW",989
"30,056","LAW, JUSTICE, AND GOVERNMENT",MULLICAN,MATT,OIL STICK,01/01/2003 12:00:00 AM,,X460,"""HS OF LAW",989
"10,030",WORLDS FAIR 2003,AGEE,ANN,CERAMIC TILE,02/01/2001 12:00:00 AM,,Q137,M.S. 137 - QUEENS,QUEENS
"10,030",WORLDS FAIR 2003,AGEE,ANN,PORCELAIN,02/01/2001 12:00:00 AM,,Q137,M.S. 137 - QUEENS,QUEENS
"11,204","""DRAMATIC ARTS""",ISELIN,LEWIS,"BRONZE, CAST",01/01/1954 12:00:00 AM,,K470,GEORGE W. WINGATE HS - K,BROOKLYN
"20,150",KEYSTONE TO THE UNION,TENG,JULIET,GOUACHE,01/01/1976 12:00:00 AM,"16 1/2"" X 90""",Q801,OSSS / DSF - QUEENS,QUEENS
"20,150",KEYSTONE TO THE UNION,TENG,JULIET,PAPER,01/01/1976 12:00:00 AM,"16 1/2"" X 90""",Q801,OSSS / DSF - QUEENS,QUEENS
